date,actual,predicted,pred_return,signal,position,cash,total,returns
2022-01-18,117.40419016084408,121.27162700043657,-0.01503924488237085,-1,0.0,1000000,1000000.0,0.0
2022-01-19,117.27049024324896,120.60630117853384,-0.005486244708338361,-1,0.0,1000000,1000000.0,0.0
2022-01-20,122.82006528434988,121.1011475532266,0.004102989394892731,-1,0.0,1000000,1000000.0,0.0
2022-01-21,122.95376520194498,124.08856534837308,0.024668781886096003,-1,0.0,1000000,1000000.0,0.0
2022-01-24,121.95081012780088,125.52707482083343,0.011592602980152078,-1,0.0,1000000,1000000.0,0.0
2022-01-25,119.61085587770584,125.16326681940262,-0.0028982432829736116,-1,0.0,1000000,1000000.0,0.0
2022-01-26,118.27344531739308,123.6187073597212,-0.012340357510083666,-1,0.0,1000000,1000000.0,0.0
2022-01-27,115.93349106729804,122.8797220429535,-0.005977940819404504,-1,0.0,1000000,1000000.0,0.0
2022-01-28,112.79092592727062,121.5750832286681,-0.010617201866955361,-1,0.0,1000000,1000000.0,0.0
2022-02-07,116.53493500429504,120.1960617829442,-0.011342961148791741,-1,0.0,1000000,1000000.0,0.0
2022-02-08,119.47715596011076,119.44549623743649,-0.006244510297376604,-1,0.0,1000000,1000000.0,0.0
